x,y,z,timestamp,
33.74173,-9.817992,7.9888496,1560228727773
33.753143,-9.935938,7.8624325,1560228727778
33.781586,-10.046569,7.7301254,1560228727784
33.79944,-10.155331,7.6002374,1560228727788
33.810608,-10.265653,7.479653,1560228727793
33.802765,-10.384908,7.371288,1560228727798
33.81314,-10.516487,7.283699,1560228727803
33.82602,-10.664012,7.2161665,1560228727808
33.843567,-10.830873,7.1674,1560228727813
33.820007,-11.017672,7.1339126,1560228727818
33.84485,-11.221369,7.1086707,1560228727823
33.870422,-11.440808,7.087916,1560228727828
33.894714,-11.670637,7.071267,1560228727832
33.884888,-11.907376,7.058447,1560228727838
33.91095,-12.1472,7.0530777,1560228727842
33.942627,-12.388309,7.058679,1560228727848
33.982117,-12.629737,7.077653,1560228727853
34.002197,-12.870806,7.1105676,1560228727858
34.050354,-13.10869,7.1534524,1560228727863
34.09793,-13.341459,7.2008057,1560228727868
34.14215,-13.566475,7.246532,1560228727872
34.19345,-13.784454,7.2877393,1560228727878
34.223083,-13.993206,7.3232646,1560228727882
34.241028,-14.188482,7.3511634,1560228727888
34.2464,-14.368223,7.3723354,1560228727893
34.28006,-14.532985,7.3849416,1560228727897
34.257385,-14.684914,7.3923016,1560228727903
34.22348,-14.822787,7.404323,1560228727907
34.184296,-14.9512415,7.433177,1560228727912
34.125854,-15.076608,7.482899,1560228727917
34.08185,-15.203187,7.551493,1560228727922
34.038177,-15.330484,7.626223,1560228727927
33.996002,-15.455272,7.690693,1560228727932
33.94995,-15.577575,7.729578,1560228727937
33.923157,-15.696404,7.7358313,1560228727943
33.90509,-15.814756,7.7108445,1560228727947
33.89624,-15.933568,7.6636667,1560228727952
33.881226,-16.053162,7.6020885,1560228727957
33.877502,-16.171938,7.5316563,1560228727963
33.871613,-16.290726,7.4545007,1560228727967
33.86194,-16.408339,7.3736315,1560228727972
33.887787,-16.520447,7.2915897,1560228727977
33.875763,-16.625021,7.212303,1560228727982
33.8667,-16.719995,7.1386385,1560228727987
