x,y,z,timestamp,
0.42567444,0.34744263,-0.2657013,1560228727772
0.40649414,0.37301636,-0.2507782,1560228727775
0.3905182,0.40177917,-0.23268127,1560228727777
0.38200378,0.41989136,-0.20817566,1560228727779
0.372406,0.43373108,-0.18473816,1560228727782
0.36495972,0.43693542,-0.16236877,1560228727784
0.36921692,0.4347992,-0.1410675,1560228727787
0.3681488,0.42947388,-0.12081909,1560228727789
0.37667847,0.41456604,-0.10165405,1560228727792
0.386261,0.39538574,-0.0899353,1560228727794
0.40223694,0.37088013,-0.07928467,1560228727797
0.4182129,0.34532166,-0.070755005,1560228727800
0.4469757,0.3059082,-0.0622406,1560228727801
0.47148132,0.26861572,-0.054779053,1560228727804
0.50131226,0.23452759,-0.051574707,1560228727807
0.5343323,0.19937134,-0.051574707,1560228727809
0.5684204,0.16421509,-0.05052185,1560228727812
0.59931946,0.13226318,-0.05052185,1560228727814
0.6376648,0.10456848,-0.051574707,1560228727817
0.6717529,0.0821991,-0.052642822,1560228727819
0.69944763,0.068344116,-0.056900024,1560228727821
0.72821045,0.05769348,-0.055847168,1560228727824
0.75697327,0.049179077,-0.055847168,1560228727827
0.7814789,0.04385376,-0.051574707,1560228727829
0.80171204,0.035324097,-0.052642822,1560228727832
0.8166199,0.031066895,-0.049453735,1560228727834
0.8240814,0.023605347,-0.04838562,1560228727836
0.8326111,0.016143799,-0.04838562,1560228727839
0.8368683,0.00016784668,-0.049453735,1560228727841
0.8379364,-0.01473999,-0.053710938,1560228727844
0.8390045,-0.03604126,-0.06010437,1560228727846
0.8390045,-0.06375122,-0.0622406,1560228727849
0.8379364,-0.09037781,-0.068618774,1560228727852
0.8368683,-0.11593628,-0.072891235,1560228727854
0.83366394,-0.14576721,-0.07501221,1560228727857
0.83154297,-0.16706848,-0.07394409,1560228727859
0.8240814,-0.1873169,-0.07608032,1560228727861
0.815567,-0.20115662,-0.07501221,1560228727864
0.8049164,-0.20861816,-0.07182312,1560228727866
0.79745483,-0.2107544,-0.06756592,1560228727868
0.78253174,-0.20861816,-0.06436157,1560228727871
0.770813,-0.20010376,-0.059036255,1560228727874
0.75271606,-0.19050598,-0.052642822,1560228727876
0.7388611,-0.17773438,-0.047317505,1560228727879
0.72288513,-0.16706848,-0.037734985,1560228727882
0.7026367,-0.15002441,-0.02494812,1560228727884
0.67707825,-0.13085938,-0.011108398,1560228727887
0.65470886,-0.117004395,0.0016784668,1560228727889
0.6280823,-0.09996033,0.01979065,1560228727892
0.6014404,-0.08079529,0.034698486,1560228727894
0.5769348,-0.058410645,0.053878784,1560228727896
0.55670166,-0.04031372,0.07199097,1560228727898
0.53219604,-0.02645874,0.09222412,1560228727901
0.5108948,-0.017944336,0.11672974,1560228727904
0.4895935,-0.020065308,0.14335632,1560228727906
0.47361755,-0.03817749,0.16893005,1560228727909
0.4618988,-0.06694031,0.19448853,1560228727911
0.45230103,-0.09144592,0.21260071,1560228727914
0.45124817,-0.12446594,0.22538757,1560228727916
0.45124817,-0.16494751,0.23710632,1560228727919
0.45762634,-0.19371033,0.24456787,1560228727921
0.45976257,-0.21287537,0.24989319,1560228727923
0.46295166,-0.22247314,0.24349976,1560228727926
0.4608307,-0.2192688,0.23603821,1560228727929
0.45443726,-0.20010376,0.22431946,1560228727931
0.45018005,-0.16920471,0.20301819,1560228727934
0.44378662,-0.12872314,0.17211914,1560228727936
0.43525696,-0.07865906,0.14335632,1560228727939
0.42886353,-0.025390625,0.114593506,1560228727941
0.4235382,0.025741577,0.0826416,1560228727944
0.419281,0.07687378,0.053878784,1560228727946
0.41609192,0.11735535,0.028320312,1560228727949
0.41716003,0.14930725,0.0059509277,1560228727951
0.4182129,0.17700195,-0.011108398,1560228727953
0.42034912,0.19937134,-0.018554688,1560228727956
0.42141724,0.2164154,-0.023880005,1560228727958
0.42460632,0.2313385,-0.02708435,1560228727961
0.42567444,0.24624634,-0.02494812,1560228727963
0.42674255,0.2590332,-0.02281189,1560228727966
0.43099976,0.26861572,-0.016433716,1560228727968
0.42993164,0.2771454,-0.011108398,1560228727970
0.42141724,0.2814026,-0.007904053,1560228727974
0.4139557,0.2856598,-0.0015106201,1560228727976
0.40330505,0.28779602,-0.0015106201,1560228727979
0.38519287,0.28033447,0.00061035156,1560228727980
0.37028503,0.26861572,-0.0015106201,1560228727984
0.35324097,0.25689697,-0.0036468506,1560228727985
0.33087158,0.24731445,-0.004714966,1560228727989
0.30955505,0.23666382,-0.008972168,1560228727991
0.28399658,0.22387695,-0.008972168,1560228727993
0.26055908,0.2164154,-0.011108398,1560228727996
0.24351501,0.20576477,-0.014297485,1560228727998
0.22860718,0.19725037,-0.012161255,1560228728001
0.20835876,0.1929779,-0.0068359375,1560228728003
0.19877625,0.18659973,-0.0036468506,1560228728005
0.19024658,0.17700195,0.002746582,1560228728008
0.1828003,0.16316223,0.009140015,1560228728011
0.18173218,0.15356445,0.011276245,1560228728013
0.1870575,0.14398193,0.01979065,1560228728016
0.1870575,0.1290741,0.025115967,1560228728018
0.19770813,0.115219116,0.026184082,1560228728021
0.210495,0.1056366,0.027252197,1560228728023
0.22328186,0.08859253,0.029373169,1560228728025
0.24351501,0.07687378,0.032577515,1560228728028
0.2616272,0.068344116,0.030441284,1560228728031
0.28292847,0.064086914,0.029373169,1560228728033
0.30210876,0.058761597,0.028320312,1560228728036
0.32341003,0.060897827,0.026184082,1560228728038
0.34791565,0.068344116,0.025115967,1560228728041
0.372406,0.07687378,0.02192688,1560228728043
0.3947754,0.09284973,0.022994995,1560228728046
0.42781067,0.11203003,0.020858765,1560228728048
0.44911194,0.13226318,0.016601562,1560228728050
0.46829224,0.15888977,0.016601562,1560228728053
0.4927826,0.1844635,0.016601562,1560228728055
0.5172882,0.21429443,0.012329102,1560228728058
0.5364685,0.24624634,0.01020813,1560228728060
0.5545654,0.27607727,0.0059509277,1560228728062
0.57588196,0.3090973,0.0048828125,1560228728065
0.592926,0.34425354,0.0016784668,1560228728068
0.60783386,0.37408447,-0.00044250488,1560228728071
0.6248779,0.40603638,0.00061035156,1560228728073
0.6365967,0.44226074,-0.0036468506,1560228728075
0.65257263,0.47207642,-0.007904053,1560228728078
0.66322327,0.49658203,-0.011108398,1560228728080
0.67814636,0.5232239,-0.01322937,1560228728083
0.6983795,0.5423889,-0.019622803,1560228728085
0.7164917,0.55410767,-0.02281189,1560228728087
0.72821045,0.5605011,-0.02708435,1560228728090
0.73672485,0.557312,-0.0388031,1560228728092
0.7420654,0.5423889,-0.049453735,1560228728095
0.7452545,0.5189514,-0.06329346,1560228728097
0.7591095,0.49446106,-0.072891235,1560228728100
0.78359985,0.46569824,-0.07714844,1560228728102
0.8091736,0.43373108,-0.082473755,1560228728105
0.8358002,0.41349792,-0.09098816,1560228728108
0.85816956,0.39857483,-0.096328735,1560228728110
0.8741455,0.39112854,-0.105911255,1560228728113
0.88053894,0.3921814,-0.11123657,1560228728115
0.8794708,0.3889923,-0.1133728,1560228728118
0.88053894,0.38153076,-0.1133728,1560228728120
0.87202454,0.36769104,-0.103775024,1560228728123
0.8634949,0.35490417,-0.096328735,1560228728125
0.8453827,0.3378601,-0.08354187,1560228728127
0.82728577,0.3186798,-0.068618774,1560228728130
0.80278015,0.3005829,-0.054779053,1560228728132
0.77827454,0.2814026,-0.0388031,1560228728135
