x,y,z,timestamp,
5420.0,1560228728125
4998.0,1560228728332
4850.0,1560228728538
5168.0,1560228728744
7739.0,1560228728951
9378.0,1560228729158
7235.0,1560228729364
7606.0,1560228729571
13188.0,1560228729777
13409.0,1560228729984
8170.0,1560228730190
6677.0,1560228730397
6430.0,1560228730603
5636.0,1560228730811
5562.0,1560228731017
5331.0,1560228731223
5090.0,1560228731430
5170.0,1560228731637
5182.0,1560228731843
4658.0,1560228732050
4358.0,1560228732257
4263.0,1560228732463
4458.0,1560228732669
4559.0,1560228732876
4257.0,1560228733083
4123.0,1560228733289
4453.0,1560228733496
4468.0,1560228733702
4702.0,1560228733909
4834.0,1560228734116
5024.0,1560228734322
5364.0,1560228734529
5924.0,1560228734735
5792.0,1560228734941
11467.0,1560228735148
32767.0,1560228735355
15020.0,1560228735769
19281.0,1560228735974
29664.0,1560228736181
18668.0,1560228736388
11684.0,1560228736594
6479.0,1560228736801
6873.0,1560228737008
4178.0,1560228737214
4736.0,1560228737421
4164.0,1560228737627
3729.0,1560228737833
3597.0,1560228738040
3456.0,1560228738247
3637.0,1560228738453
3898.0,1560228738660
3910.0,1560228738866
3871.0,1560228739073
4207.0,1560228739280
4423.0,1560228739487
4336.0,1560228739693
4480.0,1560228739900
4303.0,1560228740106
3514.0,1560228740312
3541.0,1560228740518
4173.0,1560228740726
4521.0,1560228740932
4445.0,1560228741139
3992.0,1560228741345
4566.0,1560228741552
4850.0,1560228741759
4840.0,1560228741965
4866.0,1560228742172
5563.0,1560228742378
5943.0,1560228742584
6205.0,1560228742791
6859.0,1560228742998
7156.0,1560228743204
6612.0,1560228743411
6079.0,1560228743617
7151.0,1560228743824
11315.0,1560228744031
7081.0,1560228744237
8601.0,1560228744444
9088.0,1560228744651
9500.0,1560228744858
9853.0,1560228745064
10159.0,1560228745270
10892.0,1560228745477
11077.0,1560228745684
8657.0,1560228745890
8188.0,1560228746097
8087.0,1560228746303
7723.0,1560228746510
8370.0,1560228746717
8811.0,1560228746923
8275.0,1560228747129
9128.0,1560228747336
9741.0,1560228747543
