x,y,z,timestamp,
162.5061,26.094055,-6.2942505,177.62756,20.13092,42.77954,1560228727798
162.51068,28.199768,-7.041931,177.62756,20.13092,42.77954,1560228727819
162.48016,26.101685,-8.453369,177.62756,20.13092,42.77954,1560228727839
162.48016,24.69635,-7.7148438,177.62756,20.13092,42.77954,1560228727858
161.01685,22.58606,-7.684326,177.62756,20.13092,42.77954,1560228727878
161.01685,22.58606,-7.684326,179.05273,21.965027,43.959045,1560228727898
161.01685,22.58606,-7.684326,176.28174,21.813965,44.19098,1560228727919
160.29205,22.583008,-7.684326,176.28174,21.813965,44.19098,1560228727938
159.57031,23.280334,-7.6919556,176.28174,21.813965,44.19098,1560228727958
158.83789,20.469666,-6.9351196,176.28174,21.813965,44.19098,1560228727978
161.74622,21.885681,-6.956482,176.28174,21.813965,44.19098,1560228727998
159.57642,19.767761,-5.4870605,176.28174,21.813965,44.19098,1560228728018
161.01685,21.182251,-6.945801,176.28174,21.813965,44.19098,1560228728038
160.28748,19.07196,-6.19812,176.28174,21.813965,44.19098,1560228728058
159.55353,20.475769,-7.6538086,176.28174,21.813965,44.19098,1560228728078
160.27985,17.669678,-6.1798096,176.28174,21.813965,44.19098,1560228728098
161.72943,17.677307,-6.1813354,176.28174,21.813965,44.19098,1560228728118
161.7157,16.978455,-6.890869,176.28174,21.813965,44.19098,1560228728139
161.71265,16.278076,-6.881714,176.28174,21.813965,44.19098,1560228728158
161.71265,16.278076,-6.881714,176.28174,21.813965,44.19098,1560228728178
160.26154,14.865112,-6.1416626,176.28174,21.813965,44.19098,1560228728198
160.24933,14.167786,-6.8511963,176.28174,21.813965,44.19098,1560228728218
161.71722,15.574646,-6.1523438,175.53711,17.245483,43.016052,1560228728238
161.69434,13.473511,-6.843567,175.53711,17.245483,43.016052,1560228728258
161.70807,14.172363,-6.134033,175.53711,17.245483,43.016052,1560228728278
160.95734,11.366272,-6.814575,175.53711,17.245483,43.016052,1560228728298
163.86566,12.783813,-6.8374634,175.53711,17.245483,43.016052,1560228728318
161.70349,12.06665,-5.3863525,175.53711,17.245483,43.016052,1560228728338
163.14545,13.48114,-6.845093,175.53711,17.245483,43.016052,1560228728358
160.96497,12.768555,-6.8328857,175.53711,17.245483,43.016052,1560228728378
161.70349,12.06665,-5.3863525,175.53711,17.245483,43.016052,1560228728398
164.60419,13.485718,-6.1279297,175.53711,17.245483,43.016052,1560228728418
163.12866,12.081909,-7.545471,175.53711,17.245483,43.016052,1560228728438
162.40692,11.373901,-6.816101,175.53711,17.245483,43.016052,1560228728458
162.40692,11.373901,-6.816101,175.53711,17.245483,43.016052,1560228728478
161.69128,11.367798,-6.095886,175.53711,17.245483,43.016052,1560228728498
160.95734,9.962463,-6.07605,175.53711,17.245483,43.016052,1560228728518
163.85803,11.381531,-6.817627,175.53711,17.245483,43.016052,1560228728538
164.5523,9.286499,-8.229065,175.53711,17.245483,43.016052,1560228728558
162.42065,12.072754,-6.1065674,175.54932,17.947388,43.489075,1560228728578
163.14545,12.075806,-6.1080933,175.54932,17.947388,43.489075,1560228728598
161.67297,9.968567,-6.7962646,175.54932,17.947388,43.489075,1560228728618
163.12866,10.676575,-6.8084717,175.54932,17.947388,43.489075,1560228728638
163.84888,9.979248,-6.7993164,175.54932,17.947388,43.489075,1560228728658
163.84888,9.979248,-6.7993164,175.54932,17.947388,43.489075,1560228728677
163.8443,9.27887,-6.790161,175.54932,17.947388,43.489075,1560228728698
164.56146,10.688782,-8.248901,175.54932,17.947388,43.489075,1560228728718
163.86261,10.678101,-6.0897827,175.54932,17.947388,43.489075,1560228728738
166.75415,10.694885,-6.8130493,175.54932,17.947388,43.489075,1560228728758
164.59503,12.083435,-6.109619,175.54932,17.947388,43.489075,1560228728778
164.59503,12.083435,-6.109619,175.54932,17.947388,43.489075,1560228728797
163.85345,12.084961,-7.546997,175.54932,17.947388,43.489075,1560228728818
163.1546,13.478088,-6.126404,175.54932,17.947388,43.489075,1560228728837
165.31677,12.791443,-6.8389893,175.54932,17.947388,43.489075,1560228728857
163.15002,15.586853,-7.5927734,175.54932,17.947388,43.489075,1560228728878
166.0492,15.602112,-7.597351,177.57263,19.006348,42.41028,1560228728898
165.35492,14.886475,-4.7088623,177.57263,19.006348,42.41028,1560228728918
163.90533,16.28418,-5.445862,177.57263,19.006348,42.41028,1560228728938
165.31982,16.300964,-8.325195,177.57263,19.006348,42.41028,1560228728957
164.62097,17.695618,-6.904602,177.57263,19.006348,42.41028,1560228728977
163.88245,16.992188,-7.61261,177.57263,19.006348,42.41028,1560228728997
163.16681,19.795227,-8.369446,177.57263,19.006348,42.41028,1560228729017
162.41913,17.69104,-9.059143,177.57263,19.006348,42.41028,1560228729037
161.72943,17.677307,-6.1813354,177.57263,19.006348,42.41028,1560228729058
161.73706,20.484924,-6.9381714,177.57263,19.006348,42.41028,1560228729077
161.74622,21.885681,-6.956482,177.57263,19.006348,42.41028,1560228729098
160.29205,21.177673,-6.945801,177.57263,19.006348,42.41028,1560228729118
159.60541,24.674988,-5.5526733,177.57263,19.006348,42.41028,1560228729137
161.0733,27.487183,-5.592346,177.57263,19.006348,42.41028,1560228729158
161.08246,27.48413,-4.873657,177.57263,19.006348,42.41028,1560228729177
161.09009,28.886414,-4.891968,174.72992,24.046326,42.92755,1560228729198
162.53204,28.895569,-5.6137085,174.72992,24.046326,42.92755,1560228729218
163.23853,30.308533,-7.7911377,177.44904,23.402405,43.041992,1560228729238
163.25226,29.603577,-6.3430786,177.44904,23.402405,43.041992,1560228729258
