x,y,z,theta,phi,timestamp,
0.06154938,-0.09119122,-0.28274417,0.95286494,0.0,1560228727773
0.062845595,-0.09044114,-0.28285843,0.9528179,0.0,1560228727779
0.06408292,-0.089634,-0.2831267,0.9527321,0.0,1560228727783
0.06530705,-0.08883689,-0.28330755,0.95266986,0.0,1560228727788
0.06652554,-0.08811724,-0.2834246,0.9526176,0.0,1560228727793
0.06780147,-0.08750993,-0.28336704,0.9526007,0.0,1560228727798
0.06911248,-0.08711603,-0.28343362,0.95252275,0.0,1560228727803
0.070502535,-0.08692947,-0.2834913,0.9524208,0.0,1560228727808
0.07200143,-0.0869494,-0.28355634,0.95228744,0.0,1560228727813
0.07365776,-0.08711914,-0.28325054,0.9522363,0.0,1560228727818
0.0753963,-0.08742991,-0.28332627,0.9520492,0.0,1560228727823
0.07725315,-0.08781778,-0.28339112,0.9518453,0.0,1560228727828
0.0791862,-0.088265054,-0.28343305,0.95163256,0.0,1560228727833
0.08119273,-0.088737406,-0.28318137,0.95149446,0.0,1560228727838
0.083177425,-0.0893044,-0.28321695,0.9512594,0.0,1560228727843
0.085139446,-0.08996995,-0.28328544,0.95100266,0.0,1560228727848
0.08706259,-0.09075338,-0.28340256,0.9507192,0.0,1560228727853
0.08896123,-0.091636844,-0.28334185,0.9504767,0.0,1560228727858
0.0907842,-0.09261709,-0.28350282,0.9501613,0.0,1560228727863
0.09255239,-0.09362199,-0.28365505,0.94984674,0.0,1560228727868
0.0942621,-0.094592415,-0.28378487,0.9495436,0.0,1560228727872
0.09591822,-0.0955148,-0.28398147,0.9492266,0.0,1560228727878
0.09752978,-0.09635,-0.2840107,0.9489692,0.0,1560228727883
0.0990588,-0.097079225,-0.2839615,0.9487512,0.0,1560228727888
0.100486994,-0.09770358,-0.28382766,0.9485769,0.0,1560228727893
0.101788975,-0.0982453,-0.2839503,0.9483455,0.0,1560228727897
0.10304652,-0.09866189,-0.28362304,0.9482643,0.0,1560228727902
0.10418529,-0.09907119,-0.28320867,0.948221,0.0,1560228727907
0.10520689,-0.0995901,-0.2827372,0.9481946,0.0,1560228727912
0.10616561,-0.10025446,-0.28208217,0.9482128,0.0,1560228727917
0.10707311,-0.10108932,-0.28152004,0.9481892,0.0,1560228727922
0.10797074,-0.101975754,-0.28095073,0.94816136,0.0,1560228727927
0.1088734,-0.102772005,-0.28040758,0.94813293,0.0,1560228727932
0.109825775,-0.10334699,-0.27986625,0.94812053,0.0,1560228727937
0.11081694,-0.10366266,-0.27952898,0.9480702,0.0,1560228727943
0.11187719,-0.103728175,-0.27930534,0.9480045,0.0,1560228727947
0.112990335,-0.103620954,-0.27918682,0.9479191,0.0,1560228727952
0.11415264,-0.1033909,-0.27903628,0.9478493,0.0,1560228727957
0.11532078,-0.10309713,-0.2789924,0.9477528,0.0,1560228727963
0.116508216,-0.10274588,-0.27894038,0.947661,0.0,1560228727967
0.1176987,-0.102357276,-0.27886412,0.9475784,0.0,1560228727972
0.11881489,-0.10198233,-0.27908894,0.9474133,0.0,1560228727977
0.1198953,-0.10157264,-0.27900434,0.94734615,0.0,1560228727982
0.12087896,-0.10118876,-0.27894595,0.9472794,0.0,1560228727987
0.121743485,-0.10082162,-0.27892214,0.94721484,0.0,1560228727992
0.12251465,-0.10043582,-0.27869865,0.9472222,0.0,1560228727997
0.12316759,-0.10009342,-0.27872235,0.9471668,0.0,1560228728002
0.123751536,-0.09976724,-0.2787408,0.94711965,0.0,1560228728007
0.12428864,-0.09949041,-0.27874616,0.94707686,0.0,1560228728012
0.12477894,-0.09931913,-0.27908877,0.94692945,0.0,1560228728017
0.12532322,-0.099176794,-0.27906823,0.94687855,0.0,1560228728021
0.12592085,-0.0991178,-0.27904794,0.94681144,0.0,1560228728027
0.12659912,-0.09912609,-0.27901915,0.9467286,0.0,1560228728032
0.12736906,-0.09917247,-0.27892298,0.9466488,0.0,1560228728037
0.12826656,-0.09923135,-0.27886093,0.9465397,0.0,1560228728041
0.12930113,-0.099255174,-0.2787777,0.94642097,0.0,1560228728046
0.1304752,-0.09921129,-0.27866882,0.94629645,0.0,1560228728052
0.13177781,-0.09910997,-0.27878252,0.9460931,0.0,1560228728057
0.133252,-0.09885605,-0.27860907,0.9459643,0.0,1560228728062
0.13486794,-0.098474674,-0.27840552,0.94583493,0.0,1560228728067
0.13660295,-0.09796532,-0.27817932,0.9457054,0.0,1560228728071
0.13843569,-0.09734097,-0.27809834,0.94552714,0.0,1560228728076
0.14038841,-0.09658355,-0.27783775,0.9453935,0.0,1560228728081
0.1424556,-0.09575638,-0.27758142,0.9452437,0.0,1560228728086
0.144575,-0.09491855,-0.277361,0.9450711,0.0,1560228728092
0.14668217,-0.094200335,-0.2776039,0.9447469,0.0,1560228728096
0.14886129,-0.09354646,-0.27753124,0.94449234,0.0,1560228728102
0.15111634,-0.09305177,-0.27752057,0.9441862,0.0,1560228728106
0.15346476,-0.09264456,-0.27755448,0.9438374,0.0,1560228728111
0.1558225,-0.09228365,-0.27778322,0.9434191,0.0,1560228728116
0.15820228,-0.09192638,-0.27782243,0.9430463,0.0,1560228728121
0.16052984,-0.09162182,-0.27783898,0.9426776,0.0,1560228728126
0.16270943,-0.091386616,-0.27782518,0.9423308,0.0,1560228728131
0.16475357,-0.09120836,-0.27777392,0.94200796,0.0,1560228728136
0.16661139,-0.09112587,-0.27785116,0.9416663,0.0,1560228728142
0.16831458,-0.09108897,-0.2777279,0.9414033,0.0,1560228728146
0.16983864,-0.091132656,-0.2775778,0.9411696,0.0,1560228728151
